price,bed,bath,sqft,type,yearbuilt,parking,heating,cooling,area
"$816,990",3,4,"2,009",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$579,000",2,1,800,Single Family,1950,1 space,Wall,None,East Bay
"$747,000",4,2,"1,164",Single Family,1980,2 spaces,Forced air,Central,East Bay
"$689,297",--,null,null,Single Family,1964,No Data,No Data,No Data,East Bay
"$502,680",2,null,null,Condo,1991,Detached Garage,No Data,No Data,East Bay
"$399,900",2.22 acres,null,null,null,null,null,null,null,East Bay
"$821,000",5,4,"2,221",Single Family,1949,1 space,Forced air,Central,East Bay
"$679,000",2,2,890,Single Family,1939,2 spaces,Forced air,Central,East Bay
"$666,839",3,2,"1,430",Single Family,1951,Attached Garage,Forced air,Wall,East Bay
"$429,900",0.32 acres,null,null,null,null,null,null,null,East Bay
"$654,131",3,1,"1,392",Single Family,1952,Attached Garage,No Data,No Data,East Bay
"$1,657,938",4,null,null,Single Family,2009,Detached Garage,No Data,No Data,East Bay
"$944,842",6,3,"2,650",Single Family,1968,2 spaces,Forced air,Solar,East Bay
"$659,594",3,null,null,Single Family,1949,Detached Garage,No Data,No Data,East Bay
"$1,321,554",4,3,"3,314",Single Family,1955,4 spaces,"Electric, Gas",Central,East Bay
"$328,000",0.27 acres,null,null,null,null,null,null,null,East Bay
"$633,472",4,null,null,Single Family,1949,No Data,No Data,No Data,East Bay
"$199,950",0.94 acres,null,null,null,null,null,null,null,East Bay
"$425,000","10,541 sqft",null,null,null,null,null,null,null,East Bay
"$1,289,321",5,null,null,Single Family,1994,Detached Garage,No Data,No Data,East Bay
"$639,790",3,null,null,Single Family,1949,Detached Garage,No Data,No Data,East Bay
"$1,498,888",5,4,"4,434",Single Family,2008,Attached Garage,Forced air,Central,East Bay
"$1,365,000",4,4,"3,417",Single Family,2007,3 spaces,Forced air,"Central, Solar",East Bay
"$469,000","10,110 sqft",null,null,null,null,null,null,null,East Bay
"$716,552",3,null,null,Single Family,1940,Detached Garage,No Data,No Data,East Bay
"$298,000",0.25 acres,null,null,null,null,null,null,null,East Bay
"$350,000",1 acre,null,null,null,null,null,null,null,East Bay
"$1,200,888",5,4,"3,412",Single Family,2007,3 spaces,Forced air,Central,East Bay
"$1,788,000",5,5,"3,965",Single Family,2018,3 spaces,Forced air,Central,East Bay
"$2,995,000",28.11 acres,null,null,null,null,null,null,null,East Bay
"$1,300,000",5,3,"2,625",Single Family,1967,2 spaces,Forced air,Central,East Bay
"$4,900,000",14 acres,null,null,null,null,null,null,null,East Bay
"$675,990",2,2,"1,286",Townhouse,2020,1 space,No Data,Townhouse,East Bay
"$1,104,197",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$698,435",4,null,null,Single Family,1958,Detached Garage,No Data,No Data,East Bay
"$239,000",2,2,"1,344",Mobile / Manufactured,1978,No Data,No Data,No Data,East Bay
"$125,000","8,276 sqft",null,null,null,null,null,null,null,East Bay
"$813,950",4,4,"2,119",Single Family,2019,Attached Garage,Forced air,Central,East Bay
"$1,009,990",3,3,"2,701",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$635,000",3,1,927,Single Family,1951,Attached Garage,Forced air,None,East Bay
"$645,990",1,2,"1,222",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$702,075",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$784,950",4,4,"2,041",Condo,2019,Attached Garage,Forced air,Central,East Bay
"$740,990",3,3,"1,684",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$646,830",3,2,"1,264",Single Family,1954,Carport,Wall,None,East Bay
"$228,000",3,2,"1,205",Mobile / Manufactured,2007,Carport,Forced air,No Data,East Bay
"$229,000",2,2,"1,398",Mobile / Manufactured,2013,No Data,No Data,No Data,East Bay
"$669,950",2,3,"1,445",Condo,2019,2 spaces,Forced air,Central,East Bay
"$594,022",3,null,null,Single Family,1941,Detached Garage,No Data,No Data,East Bay
"$828,000",3,3,"1,938",Single Family,2015,2 spaces,Forced air,Central,East Bay
"$665,990",2,3,"1,304",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$752,876",3,null,null,Single Family,1958,Detached Garage,No Data,No Data,East Bay
"$467,738",2,2,906,Condo,1988,No Data,No Data,No Data,East Bay
"$329,000",2,2,"1,440",Mobile / Manufactured,No Data,2 spaces,No Data,No Data,East Bay
"$599,194",2,1,841,Single Family,1940,Attached Garage,Wall,None,East Bay
"$645,990",1,2,"1,222",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$707,990",2,3,"1,558",Single Family,2020,1 space,Forced air,Single Family,East Bay
"$744,699",5,null,null,Single Family,1957,Attached Garage,Forced air,Central,East Bay
"$749,000",3,null,null,Single Family,1955,2 spaces,Forced air,None,East Bay
"$699,000",3,3,"1,707",Townhouse,2016,2 spaces,Forced air,Central,East Bay
"$199,000",2,1,"1,000",Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$695,000",3,2,"1,293",Single Family,1958,Detached Garage,Forced air,Central,East Bay
"$665,950",2,3,"1,445",Condo,2019,Attached Garage,Forced air,Central,East Bay
"$1,131,944",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$184,900",2,2,"1,488",Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$626,053",--,null,null,Single Family,1930,No Data,No Data,No Data,East Bay
"$698,990",2,2,"1,501",Townhouse,2020,1 space,Forced air,Townhouse,East Bay
"$540,000",2,1,911,Single Family,1950,1 space,Forced air,Central,East Bay
"$577,990",1,2,"1,000",Townhouse,2020,1 space,No Data,Townhouse,East Bay
"$749,000",4,4,"2,074",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$239,900",3,2,"1,344",Mobile / Manufactured,1994,No Data,No Data,No Data,East Bay
"$692,730",2,3,"1,445",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$839,000",4,3,"2,220",Single Family,1955,2 spaces,Forced air,Central,East Bay
"$1,100,900",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,118,880",3,3,"2,734",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,089,648",5,null,null,Single Family,2001,Detached Garage,No Data,No Data,East Bay
"$792,680",4,null,null,Single Family,1933,Detached Garage,No Data,No Data,East Bay
"$658,560",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$679,950",2,3,"1,445",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$773,450",4,4,"2,041",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$746,125",3,null,null,Single Family,1957,Attached Garage,Forced air,Central,East Bay
"$694,000",3,3,"1,735",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$673,450",2,3,"1,445",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$167,000",2,2,720,Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$3,199,000",3,null,null,Multi Family,1957,28 spaces,No Data,Other,East Bay
"$714,990",2,3,"1,491",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$626,458",3,null,null,Condo,1991,Detached Garage,No Data,No Data,East Bay
"$699,950",3,2,"1,236",Single Family,1936,1 space,Forced air,Central,East Bay
"$629,685",3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$155,000","2,077 sqft",null,null,null,null,null,null,null,East Bay
"$1,100,900",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$608,753",3,null,null,Single Family,1952,Detached Garage,No Data,No Data,East Bay
"$590,990",1,2,"1,042",Townhouse,2020,1 space,No Data,Townhouse,East Bay
"$586,995",3,null,null,Single Family,1957,Detached Garage,No Data,No Data,East Bay
"$649,210",3,null,null,Single Family,1954,Detached Garage,No Data,No Data,East Bay
"$716,463",3,3,"1,735",Condo,2020,2 spaces,Forced air,Central,East Bay
"$562,045",3,null,null,Condo,1982,No Data,No Data,No Data,East Bay
null,3,null,null,Condo,1978,Attached Garage,No Data,None,East Bay
"$1,221,027",5,3,"2,997",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$942,104",5,null,null,Single Family,2000,Detached Garage,No Data,No Data,East Bay
"$499,950",3,2,"1,165",Single Family,1953,2 spaces,Wall,None,East Bay
"$759,990",2,3,"1,718",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$645,000",3,2,"1,220",Single Family,1938,1 space,No Data,No Data,East Bay
"$441,196",2,null,null,Condo,1944,Detached Garage,No Data,No Data,East Bay
"$767,990",2,3,"1,718",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$733,096",3,2,"1,134",Single Family,1955,2 spaces,Forced air,No Data,East Bay
"$312,000",3,2,"1,720",Mobile / Manufactured,2005,No Data,No Data,No Data,East Bay
"$601,509",3,null,null,Single Family,1950,No Data,No Data,No Data,East Bay
"$1,020,805",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$823,950",4,4,"2,184",Condo,2019,Attached Garage,Forced air,Central,East Bay
"$998,000",4,3,"2,212",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$604,932",3,1,"1,001",Single Family,1950,Detached Garage,No Data,None,East Bay
"$780,913",4,4,"2,074",Condo,2019,2 spaces,Forced air,Central,East Bay
"$377,000","10,014 sqft",null,null,null,null,null,null,null,East Bay
"$1,102,512",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,100,000",--,null,null,Single Family,2005,No Data,Forced air,Central,East Bay
"$613,116",3,null,null,Single Family,1952,Detached Garage,No Data,No Data,East Bay
"$714,955",3,null,null,Single Family,1985,Detached Garage,No Data,No Data,East Bay
"$994,050",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$975,990",4,3,"2,566",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,107,007",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$837,400",4,4,"2,184",Townhouse,2019,Attached Garage,Forced air,Central,East Bay
"$680,000",3,2,"1,288",Single Family,1955,2 spaces,Forced air,None,East Bay
"$225,000",2,2,"1,620",Mobile / Manufactured,1980,2 spaces,Forced air,Central,East Bay
"$1,100,900",4,3,"2,330",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$743,450",4,4,"1,909",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$712,990",2,3,"1,491",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$739,950",4,4,"1,909",Condo,2019,Attached Garage,Forced air,Central,East Bay
"$747,776",3,2,"1,565",Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$1,247,880",3,3,"2,734",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$839,000",3,1,"2,042",Single Family,1951,Carport,Forced air,No Data,East Bay
"$1,215,880",4,3,"3,150",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$698,990",2,2,"1,501",Townhouse,2020,1 space,No Data,Townhouse,East Bay
"$803,450",4,4,"2,184",Townhouse,2020,2 spaces,No Data,Townhouse,East Bay
"$704,000",3,3,"1,823",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$715,504",3,null,null,Single Family,1956,Detached Garage,No Data,No Data,East Bay
"$707,990",2,3,"1,558",Single Family,2020,1 space,No Data,Single Family,East Bay
"$234,900",2,2,"1,440",Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$616,201",4,null,null,Single Family,1970,Detached Garage,No Data,No Data,East Bay
"$560,000",3,2,"1,254",Townhouse,1970,1 space,Forced air,Central,East Bay
"$1,790,000",4,3,"4,079",Single Family,1953,Carport,Forced air,None,East Bay
"$569,900",3,2,"1,301",Single Family,1956,2 spaces,Gas,None,East Bay
"$699,800",3,2,"1,107",Single Family,1957,2 spaces,Forced air,None,East Bay
"$569,888",4,3,"1,474",Townhouse,1971,Carport,Forced air,No Data,East Bay
"$716,914",3,null,null,Single Family,1960,Detached Garage,No Data,No Data,East Bay
"$879,900",3,2,"2,264",Single Family,1978,2 spaces,Forced air,None,East Bay
"$1,368,000",5,3,"3,228",Single Family,2005,2 spaces,Forced air,None,East Bay
"$600,000",3,2,"1,263",Single Family,1955,2 spaces,Wall,None,East Bay
"$532,277",3,null,null,Single Family,1970,Detached Garage,No Data,No Data,East Bay
"$595,000","8,555 sqft",null,null,null,null,null,null,null,East Bay
"$1,290,371",4,null,null,Single Family,2004,Detached Garage,No Data,No Data,East Bay
"$835,999",3,3,"1,625",Single Family,2017,2 spaces,Forced air,Central,East Bay
"$675,000",3,3,"1,386",Townhouse,2016,2 spaces,Forced air,Central,East Bay
"$783,019",3,null,null,Single Family,2015,2 spaces,No Data,No Data,East Bay
"$1,035,000",4,3,"2,244",Single Family,2014,2 spaces,Forced air,Central,East Bay
"$889,534",5,null,null,Single Family,1978,Detached Garage,No Data,No Data,East Bay
"$749,888",3,2,"1,618",Single Family,1956,2 spaces,Forced air,Central,East Bay
"$335,000","8,219 sqft",null,null,null,null,null,null,null,East Bay
"$528,293",2,null,null,Townhouse,1988,Detached Garage,Baseboard,No Data,East Bay
"$799,000",4,2,"1,404",Single Family,1948,1 space,Forced air,Central,East Bay
"$866,538",2,null,null,Single Family,1973,Detached Garage,No Data,No Data,East Bay
"$999,888",4,4,"2,999",Single Family,1920,2 spaces,Forced air,"Central, Other",East Bay
"$772,057",3,null,null,Single Family,1953,Detached Garage,No Data,No Data,East Bay
"$510,000",2,2,"1,025",Condo,1991,1 space,Forced air,None,East Bay
"$889,741",4,null,null,Multiple Occupancy,1968,Detached Garage,No Data,No Data,East Bay
"$249,000","6,098 sqft",null,null,null,null,null,null,null,East Bay
"$529,950",2,2,"1,100",Townhouse,1993,1 space,Forced air,None,East Bay
"$729,950",3,4,"1,551",Townhouse,2009,2 spaces,Forced air,Central,East Bay
"$429,000",2,2,"1,339",Condo,1969,Carport,Forced air,Other,East Bay
"$1,502,600",4,3,"2,978",Single Family,2020,3 spaces,No Data,Single Family,East Bay
"$1,457,865",3,3,"3,038",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$128,000",2,1,784,Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$1,199,000",4,2,"1,916",Single Family,1963,2 spaces,Forced air,No Data,East Bay
"$649,000",2,1,976,Single Family,1942,1 space,Forced air,Central,East Bay
"$1,250,000",--,null,null,Multi Family,1920,On street,Other,None,East Bay
"$979,000",4,3,"1,927",Single Family,1959,2 spaces,Forced air,Other,East Bay
"$1,452,862",3,3,"3,038",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$749,000",4,2,"1,468",Single Family,1950,1 space,Forced air,No Data,East Bay
"$1,529,075",5,4,"3,243",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,493,365",5,4,"3,243",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,075,295",3,5,"2,616",Single Family,1959,4 spaces,No Data,No Data,East Bay
"$1,399,865",3,3,"3,038",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,444,000",5,4,"3,243",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,455,865",4,3,"2,978",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$1,429,865",4,3,"2,978",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$829,950",3,2,"1,039",Single Family,1954,Detached Garage,No Data,No Data,East Bay
"$830,000",2,1,884,Single Family,1922,4 spaces,Other,Other,East Bay
"$915,659",3,null,null,Single Family,1987,Attached Garage,Forced air,Other,East Bay
"$1,380,000",4,5,"3,037",Single Family,2020,2 spaces,Forced air,Central,East Bay
"$925,360",3,null,null,Single Family,1935,Detached Garage,No Data,No Data,East Bay
"$649,000",3,2,"1,294",Townhouse,1978,1 space,Forced air,No Data,East Bay
"$889,000",3,2,"1,433",Single Family,1952,2 spaces,No Data,No Data,East Bay
"$448,975",2,1,"1,190",Condo,1969,1 space,Forced air,No Data,East Bay
"$869,018",3,2,"1,754",Single Family,1952,Detached Garage,No Data,No Data,East Bay
"$985,000",5,4,"2,800",Single Family,1956,2 spaces,Forced air,Central,East Bay
null,4,null,null,Single Family,1949,Attached Garage,Wall,Central,East Bay
"$1,482,695",3,3,"3,047",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$899,000",3,2,"1,434",Single Family,1960,2 spaces,Forced air,Central,East Bay
"$627,020",2,1,"1,000",Single Family,1948,1 space,Forced air,Central,East Bay
"$1,385,000",3,3,"3,047",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$399,000",0.25 acres,null,null,null,null,null,null,null,East Bay
"$399,900","10,001 sqft",null,null,null,null,null,null,null,East Bay
"$340,000","9,138 sqft",null,null,null,null,null,null,null,East Bay
"$149,900",2,2,800,Mobile / Manufactured,No Data,No Data,No Data,No Data,East Bay
"$785,000",3,3,"1,624",Single Family,1948,2 spaces,Forced air,Other,East Bay
"$499,000",2,2,918,Condo,1988,Carport,Gas,None,East Bay
"$653,348",2,null,null,null,null,null,null,null,East Bay
"$1,099,000",3,3,"1,814",Single Family,1946,1 space,Forced air,Central,East Bay
"$360,000",0.26 acres,null,null,null,null,null,null,null,East Bay
"$936,122",3,null,null,Single Family,1963,2 spaces,Baseboard,None,East Bay
"$1,570,865",5,4,"3,243",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$950,000",3,2,"1,519",Single Family,1945,Detached Garage,No Data,No Data,East Bay
"$1,467,865",3,3,"3,038",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$519,900",3,1,"1,170",Townhouse,1970,Carport,Forced air,None,East Bay
"$995,000",3,3,"2,482",Single Family,1987,2 spaces,Forced air,Central,East Bay
"$749,699",3,null,null,Single Family,1950,Detached Garage,No Data,No Data,East Bay
"$1,799,999",4,3,"3,985",Single Family,1980,3 spaces,No Data,No Data,East Bay
"$724,000",2,3,"1,282",Townhouse,1997,2 spaces,Forced air,No Data,East Bay
"$2,649,000",4,3,"3,404",Single Family,1966,2 spaces,Forced air,Central,East Bay
"$599,000",1.71 acres,null,null,null,null,null,null,null,East Bay
"$2,500,000",7.32 acres,null,null,null,null,null,null,null,East Bay
"$1,105,109",4,3,"2,092",Single Family,1998,Attached Garage,Forced air,Central,East Bay
"$1,150,000",4,3,"2,266",Single Family,1997,3 spaces,Forced air,Central,East Bay
"$629,000",2,2,"1,397",Single Family,1978,1 space,Forced air,Central,East Bay
"$1,170,000",4,3,"2,272",Single Family,1985,2 spaces,Forced air,Central,East Bay
"$1,100,000",0.49 acres,null,null,null,null,null,null,null,East Bay
"$949,009",4,null,null,Single Family,2006,Detached Garage,No Data,No Data,East Bay
"$724,950",3,3,"1,726",Condo,1981,2 spaces,Forced air,Central,East Bay
"$4,999,888",40.07 acres,null,null,null,null,null,null,null,East Bay
"$1,045,474",3,null,null,Single Family,1975,Detached Garage,No Data,No Data,East Bay
"$1,649,800",5,3,"2,245",Single Family,1997,Detached Garage,No Data,No Data,East Bay
"$3,750,000",0.71 acres,null,null,null,null,null,null,null,East Bay
"$1,160,000",4,3,"2,039",Single Family,1989,4 spaces,Forced air,None,East Bay
"$840,000",2,3,"1,407",Single Family,1987,2 spaces,Forced air,None,East Bay
"$1,297,018",--,null,null,Single Family,1980,No Data,No Data,No Data,East Bay
"$1,158,005",4,3,"1,673",Single Family,1976,Attached Garage,Forced air,Central,East Bay
"$1,100,000",3,2,"1,305",Single Family,1972,2 spaces,Forced air,None,East Bay
"$719,000",2,2,950,Condo,1989,1 space,Forced air,Central,East Bay
"$1,250,000",4,3,"1,853",Single Family,1989,2 spaces,Forced air,Central,East Bay
"$924,800",3,2,"1,629",Single Family,1971,1 space,Forced air,Other,East Bay
"$2,100,000",5,3,"3,103",Single Family,2017,Attached Garage,No Data,No Data,East Bay
"$698,000",3,1,"1,166",Townhouse,1970,2 spaces,Forced air,No Data,East Bay
"$836,746",--,null,null,Single Family,1979,No Data,No Data,No Data,East Bay
"$577,682",2,null,null,Condo,1981,No Data,No Data,No Data,East Bay
"$836,605",3,null,null,Single Family,1961,Detached Garage,No Data,No Data,East Bay
"$1,325,000",4,3,"2,068",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$870,609",4,2,"1,522",Single Family,1963,Attached Garage,Forced air,None,East Bay
